Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
8301,0,Information,Application,,Stop,Performance,Windows 10,1809,Pro,2019/03/12,17763.379,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1809,Pro,2019/02/12,17763.316,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1803,Pro,2019/01/08,17763.253,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1809,Pro,2018/12/11,17763.194,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1809,Pro,2020/11/10,17763.1577,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1809,Pro,2020/10/13,17763.1518,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1809,Pro,2020/09/08,17763.1457,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1809,Pro,2020/08/11,17763.1397,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1809,Pro,2020/07/14,17763.1339,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1809,Pro,2020/06/09,17763.1282,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1809,Pro,2020/05/12,17763.1217,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1809,Pro,2020/04/14,17763.1158,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1809,Pro,2020/03/12,17763.1098,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1809,Pro,2018/11/13,17763.107,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1809,Pro,2020/02/11,17763.1039,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1803,Pro,2019/08/13,17134.95,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1803,Pro,2019/07/09,17134.885,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1803,Pro,2019/06/11,17134.829,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1803,Pro,2019/05/19,17134.766,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1803,Pro,2019/04/09,17134.706,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1803,Pro,2019/03/12,17134.648,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1803,Pro,2019/01/08,17134.523,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1803,Pro,2018/09/11,17134.285,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1803,Pro,2018/08/14,17134.228,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1803,Pro,2018/06/12,17134.112,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1803,Pro,2019/09/10,17134.1006,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1803,Pro,1970/01/01,17134.1,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1709,Pro,2017/11/14,16299.64,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1709,Pro,2017/11/14,16299.15,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1709,Pro,2017/12/12,16299.125,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1703,Pro,2017/07/11,15063.483,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1703,Pro,2017/06/13,15063.413,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1703,Pro,2017/03/20,15063.0,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1607,Pro,2016/11/08,14393.447,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1511,Pro,2016/03/08,10586.164,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1511,Enterprise,2016/02/09,10586.104,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1511,Pro,1970/01/01,10586.0,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 10,1507,Pro,2015/07/29,10240.0,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 8.1,8.1,Pro,1970/01/01,9600.0,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8301,0,Information,Application,,Stop,Performance,Windows 8,8,Pro,1970/01/01,9200.0,Scoping completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,24H2,Pro,2024/10/2,26100.1742,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,22H2,Pro,2022/12/20,22621.963,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,22H2,Pro,2022/11/15,22621.819,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,22H2,Pro,2022/10/18,22621.674,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,22H2,Pro,2022/09/20,22621.382,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,22H2,Pro,2023/03/21,22621.1413,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,22H2,Pro,2023/02/21,22621.1265,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,22H2,Pro,2023/01/17,22621.1105,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2022/09/20,22000.978,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2022/08/16,22000.856,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2022/07/19,22000.795,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2022/06/21,22000.739,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2022/04/19,22000.613,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2022/03/15,22000.556,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2022/02/15,22000.493,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2022/01/11,22000.434,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2021/12/14,22000.376,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2021/11/09,22000.318,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2021/09/16,22000.194,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2023/03/21,22000.1696,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2023/02/21,22000.1574,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2023/01/17,22000.1455,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2022/12/20,22000.1335,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2022/11/15,22000.1219,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro,2022/10/18,22000.1098,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,22H2,Pro,2023/03/21,19045.2728,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,22H2,Pro,2023/02/21,19045.2604,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,22H2,Pro,2023/01/17,19045.2486,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,22H2,Pro,2022/12/20,19045.2364,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,22H2,Pro,2022/11/15,19045.2251,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2023/03/21,19044.2728,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2023/02/21,19044.2604,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2023/01/17,19044.2486,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2022/12/20,19044.2364,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2022/11/15,19044.2251,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2022/10/18,19044.213,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2022/09/20,19044.2006,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2022/08/16,19044.1889,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2022/07/19,19044.1826,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2021/04/13,19043.928,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2022/12/20,19043.2364,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2022/11/15,19043.2251,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2022/10/18,19043.213,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2022/09/20,19043.2006,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2022/08/16,19043.1889,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2022/07/19,19043.1826,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2022/06/21,19043.1766,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2021/07/13,19043.111,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2021/05/11,19041.985,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2021/04/13,19041.928,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2021/03/09,19041.867,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2021/02/09,19041.804,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2021/01/12,19041.746,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2020/12/08,19041.685,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2020/11/10,19041.63,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2020/10/13,19041.572,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2020/09/08,19041.508,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2020/08/11,19041.45,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2020/07/14,19041.388,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2020/06/09,19041.329,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2020/05/27,19041.264,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2020/04/16,19041.208,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2021/07/13,19041.111,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2020/07/14,18363.959,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2020/06/09,18363.9,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2020/05/12,18363.836,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2020/04/14,18363.778,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2020/03/12,18363.72,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2020/02/11,18363.657,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2020/01/14,18363.592,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2019/12/10,18363.535,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2019/10/05,18363.418,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2021/04/13,18363.15,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2021/03/09,18363.144,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1903,Pro,2020/07/14,18362.959,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1903,Pro,2020/05/12,18362.836,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1903,Pro,2020/03/12,18362.72,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1903,Pro,2020/02/11,18362.657,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1903,Pro,2019/12/10,18362.535,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1903,Pro,2019/11/12,18362.476,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1903,Pro,2019/09/10,18362.356,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1903,Pro,2019/03/29,18362.3,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1903,Pro,2019/07/09,18362.239,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1903,Pro,2019/06/11,18362.175,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
8302,0,Information,Application,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,Scoping successfully completed for shadowcopy {SnapshotPath}.,{SnapshotPath}
