Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1903,Pro,2020/10/13,18362.1139,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1903,Pro,2020/11/10,18362.1198,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1903,Pro,2020/12/08,18362.1256,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1903,Pro,2019/06/11,18362.175,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1903,Pro,2019/07/09,18362.239,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1903,Pro,2019/03/29,18362.3,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1903,Pro,2019/09/10,18362.356,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1903,Pro,2019/11/12,18362.476,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1903,Pro,2019/12/10,18362.535,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1903,Pro,2020/02/11,18362.657,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1903,Pro,2020/03/12,18362.72,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1903,Pro,2020/05/12,18362.836,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1903,Pro,2020/07/14,18362.959,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2020/08/11,18363.1016,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2020/09/08,18363.1082,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2020/10/13,18363.1139,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2020/11/10,18363.1198,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2020/12/08,18363.1256,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2021/01/12,18363.1316,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2021/02/11,18363.1379,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2021/03/09,18363.144,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2021/04/13,18363.15,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2021/05/11,18363.1556,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2021/06/08,18363.1621,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2019/10/05,18363.418,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2019/12/10,18363.535,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2020/01/14,18363.592,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2020/02/11,18363.657,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2020/03/12,18363.72,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2020/04/14,18363.778,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2020/05/12,18363.836,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,1909,Pro,2020/07/14,18363.959,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2021/06/08,19041.1052,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2021/06/08,19041.1052,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2021/07/13,19041.111,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2021/07/13,19041.111,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2021/08/10,19041.1165,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2021/08/10,19041.1165,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2021/09/14,19041.1237,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2021/09/14,19041.1237,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2021/10/12,19041.1288,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2021/10/12,19041.1288,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2021/11/09,19041.1348,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2021/11/09,19041.1348,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2021/12/14,19041.1415,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2022/02/15,19041.1526,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,21H2,Pro,2022/02/15,19041.1526,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,21H1,Pro,2022/02/15,19041.1526,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2022/03/15,19041.1586,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,21H2,Pro,2022/03/15,19041.1586,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,21H1,Pro,2022/03/15,19041.1586,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2020/04/16,19041.208,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2020/05/27,19041.264,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2020/06/09,19041.329,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2020/07/14,19041.388,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2020/08/11,19041.45,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2020/09/08,19041.508,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2020/10/13,19041.572,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2020/11/10,19041.63,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2020/11/19,19041.631,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2020/12/08,19041.685,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2020/12/08,19041.685,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2021/01/12,19041.746,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2021/01/12,19041.746,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2021/02/09,19041.804,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2021/02/09,19041.804,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2021/03/09,19041.867,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2021/03/09,19041.867,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2021/04/13,19041.928,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2021/04/13,19041.928,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2021/05/11,19041.985,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,2004,Pro,2021/05/11,19041.985,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2022/01/11,19042.1466,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,20H2,Pro,2022/04/19,19042.1645,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,21H1,Pro,2021/06/08,19043.1052,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,21H1,Pro,2021/07/13,19043.111,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,21H1,Pro,2021/08/10,19043.1165,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,21H1,Pro,2021/09/14,19043.1237,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,21H1,Pro,2021/10/12,19043.1288,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,21H1,Pro,2021/11/09,19043.1348,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,21H2,Pro,2021/12/14,19043.1415,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,21H1,Pro,2021/12/14,19043.1415,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,21H1,Pro,2022/01/11,19043.1466,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
6,1,Information,Microsoft-Windows-Kernel-StoreMgr/Operational,StoreCorruption,,StoreOps StoreDiag,Windows 10,21H1,Pro,2022/04/19,19043.1645,{FileBacked}Virtual Address: {VirtualAddress}Physical Address: {PhysicalAddress}Corruption Window Size: {Size},{FileBacked} | {VirtualAddress} | {PhysicalAddress} | {Size}
